timestamp,image_idx,latitude,longitude,altitude
09-03-05-545348,0002314,17.4934739348,78.4103805714,496.483428955
09-03-05-614264,0002315,17.4934716267,78.4103782564,496.490692139
09-03-05-679024,0002316,17.4934694268,78.4103759573,496.491851807
09-03-05-753228,0002317,17.4934650167,78.4103712872,496.501800537
09-03-05-811979,0002318,17.4934626286,78.4103689115,496.512481689
09-03-05-879453,0002319,17.4934603732,78.4103665632,496.511016846
09-03-05-947808,0002320,17.4934556793,78.4103617448,496.533416748
09-03-06-020629,0002321,17.4934533496,78.4103592726,496.52935791
09-03-06-082821,0002322,17.4934510437,78.4103568854,496.541809082
09-03-06-144011,0002323,17.4934462913,78.4103519716,496.55090332
09-03-06-206873,0002324,17.4934438447,78.4103494729,496.56161499
09-03-06-275065,0002325,17.4934414911,78.4103470425,496.5625
09-03-06-345921,0002326,17.4934367219,78.4103420661,496.575714111
09-03-06-412225,0002327,17.4934342082,78.4103394956,496.584320068
09-03-06-475471,0002328,17.4934318172,78.4103370351,496.586090088
09-03-06-541735,0002329,17.4934269105,78.4103320546,496.607788086
09-03-06-611769,0002330,17.4934243693,78.4103294872,496.607543945
09-03-06-677408,0002331,17.4934219468,78.4103270039,496.619995117
09-03-06-751229,0002332,17.4934170896,78.4103219819,496.630432129
09-03-06-811866,0002333,17.4934145419,78.4103193992,496.636260986
09-03-06-879661,0002334,17.4934120971,78.4103169053,496.639068604
09-03-06-946421,0002335,17.4934070968,78.4103119062,496.643066406
09-03-07-012420,0002336,17.493404537,78.4103092783,496.650604248
09-03-07-088448,0002337,17.4934020689,78.4103067678,496.651489258
09-03-07-140631,0002338,17.4933969793,78.4103016782,496.671661377
09-03-07-206857,0002339,17.4933943572,78.4102991037,496.669677734
09-03-07-277748,0002340,17.4933918691,78.4102965814,496.682128906
09-03-07-345917,0002341,17.4933868096,78.4102914594,496.693023682
09-03-07-413238,0002342,17.4933841928,78.4102889488,496.698852539
09-03-07-476455,0002343,17.4933816901,78.4102864276,496.701782227
09-03-07-544650,0002344,17.4933765914,78.4102813707,496.706695557
09-03-07-612282,0002345,17.4933740033,78.4102786899,496.710845947
09-03-07-679238,0002346,17.4933714897,78.4102761562,496.711730957
09-03-07-746943,0002347,17.4933689151,78.4102736033,496.714202881
09-03-07-810801,0002348,17.4933637939,78.4102684112,496.718933105
09-03-07-873958,0002349,17.4933612725,78.4102658689,496.729827881
09-03-07-940970,0002350,17.4933561597,78.4102606981,496.732879639
09-03-08-008273,0002351,17.493353489,78.4102581021,496.738891602
09-03-08-077563,0002352,17.4933509567,78.4102555492,496.737976074
09-03-08-140341,0002353,17.4933458977,78.4102503696,496.744445801
09-03-08-211134,0002354,17.4933432287,78.4102477023,496.749481201
09-03-08-276152,0002355,17.4933406926,78.410245142,496.748687744
09-03-08-340021,0002356,17.4933381339,78.4102425602,496.752502441
09-03-08-408249,0002357,17.4933330308,78.4102373284,496.759765625
09-03-08-472028,0002358,17.4933305007,78.4102347655,496.769104004
09-03-08-545786,0002359,17.4933253736,78.4102296264,496.772399902
09-03-08-615307,0002360,17.4933228324,78.410226969,496.77734375
09-03-08-682177,0002361,17.4933203173,78.4102244104,496.777679443
09-03-08-746644,0002362,17.4933152173,78.4102192186,496.782440186
09-03-08-805670,0002363,17.4933126225,78.4102166123,496.789031982
09-03-08-877413,0002364,17.4933101351,78.4102140732,496.787445068
09-03-08-946064,0002365,17.493305112,78.4102089572,496.802368164
09-03-09-010988,0002366,17.4933025288,78.4102063846,496.799957275
09-03-09-077755,0002367,17.4933001245,78.4102039266,496.80758667
09-03-09-142839,0002368,17.4932950798,78.4101989349,496.812469482
09-03-09-208558,0002369,17.4932925604,78.410196403,496.81918335
09-03-09-283806,0002370,17.4932901812,78.4101939746,496.815856934
09-03-09-351701,0002371,17.4932853264,78.4101891033,496.819152832
09-03-09-418107,0002372,17.4932828547,78.4101866553,496.82623291
09-03-09-476271,0002373,17.4932805661,78.4101843182,496.823028564
09-03-09-548736,0002374,17.4932759195,78.4101795361,496.837432861
09-03-09-609372,0002375,17.4932735967,78.4101772067,496.836791992
09-03-09-680437,0002376,17.4932714093,78.4101749692,496.844024658
09-03-09-749542,0002377,17.4932669775,78.4101704868,496.848052979
09-03-09-812647,0002378,17.493264807,78.4101682756,496.856170654
09-03-09-876410,0002379,17.4932627292,78.4101661477,496.852966309
09-03-09-944482,0002380,17.4932585769,78.4101618488,496.85824585
09-03-10-016986,0002381,17.4932564591,78.4101597492,496.865386963
09-03-10-081250,0002382,17.4932544998,78.4101577372,496.860809326
09-03-10-145434,0002383,17.4932506512,78.4101536396,496.872436523
09-03-10-210711,0002384,17.4932487143,78.4101516528,496.869445801
09-03-10-288373,0002385,17.4932468858,78.4101497627,496.875671387
09-03-10-354081,0002386,17.4932432332,78.4101460081,496.87701416
09-03-10-422962,0002387,17.4932413516,78.4101441746,496.883789062
09-03-10-477391,0002388,17.4932396265,78.4101423916,496.8777771
09-03-10-539814,0002389,17.4932361662,78.410138961,496.881408691
09-03-10-611344,0002390,17.4932345378,78.4101371805,496.886810303
09-03-10-682353,0002391,17.4932329325,78.4101355233,496.880523682
09-03-10-747195,0002392,17.493231191,78.4101338438,496.886627197
09-03-10-812581,0002393,17.4932280012,78.4101307127,496.886352539
09-03-10-872667,0002394,17.4932265035,78.4101291732,496.891021729
09-03-10-940739,0002395,17.4932235749,78.4101261085,496.889312744
09-03-11-010014,0002396,17.4932221115,78.410124633,496.894073486
09-03-11-076784,0002397,17.4932207208,78.410123192,496.887878418
09-03-11-140954,0002398,17.4932179246,78.4101203298,496.884735107
09-03-11-205360,0002399,17.4932165681,78.4101189966,496.889404297
09-03-11-277490,0002400,17.4932152232,78.4101176027,496.88269043
09-03-11-342680,0002401,17.4932138479,78.4101163294,496.885986328
09-03-11-410947,0002402,17.4932112747,78.4101136183,496.88269043
09-03-11-472002,0002403,17.4932099565,78.4101122521,496.885803223
09-03-11-539999,0002404,17.4932073732,78.4101096458,496.879455566
09-03-11-613425,0002405,17.4932060942,78.410108312,496.880310059
09-03-11-680207,0002406,17.4932048126,78.4101069778,496.873382568
09-03-11-748044,0002407,17.4932035782,78.4101056508,496.872161865
09-03-11-814089,0002408,17.4932011207,78.410103056,496.864776611
09-03-11-874507,0002409,17.493199884,78.4101017589,496.857421875
09-03-11-942064,0002410,17.4931973938,78.410099299,496.85534668
09-03-12-018274,0002411,17.4931961532,78.410098048,496.841308594
09-03-12-077359,0002412,17.4931949707,78.4100968118,496.84286499
09-03-12-148513,0002413,17.493193824,78.4100956144,496.834716797
09-03-12-210247,0002414,17.493191464,78.4100932089,496.831054688
09-03-12-274369,0002415,17.4931903119,78.4100920005,496.822174072
09-03-12-340242,0002416,17.493187999,78.4100896452,496.810668945
09-03-12-410024,0002417,17.4931869287,78.4100885174,496.809783936
09-03-12-477762,0002418,17.4931857941,78.4100873253,496.801483154
09-03-12-539566,0002419,17.4931835634,78.4100850017,496.797973633
09-03-12-609599,0002420,17.4931824557,78.4100838445,496.786376953
09-03-12-677419,0002421,17.4931813313,78.4100826631,496.786376953
09-03-12-743774,0002422,17.4931801571,78.4100814726,496.773925781
09-03-12-811935,0002423,17.4931778982,78.4100791256,496.773223877
09-03-12-874242,0002424,17.4931767954,78.4100779673,496.765441895
09-03-12-942034,0002425,17.4931745776,78.4100756501,496.757598877
09-03-13-008589,0002426,17.4931734494,78.4100744858,496.756896973
09-03-13-077791,0002427,17.4931723088,78.4100732837,496.749298096
09-03-13-141540,0002428,17.4931712159,78.4100721361,496.749053955
09-03-13-204607,0002429,17.493168897,78.4100696946,496.741424561
09-03-13-274787,0002430,17.4931677171,78.4100684522,496.739868164
09-03-13-339486,0002431,17.4931654387,78.4100660282,496.733062744
09-03-13-410511,0002432,17.493164247,78.4100648155,496.731140137
09-03-13-478106,0002433,17.4931630248,78.4100635299,496.724365234
09-03-13-543685,0002434,17.4931605182,78.410060893,496.715698242
09-03-13-611632,0002435,17.4931592824,78.4100596313,496.713012695
09-03-13-681318,0002436,17.4931580035,78.4100582949,496.706451416
09-03-13-744601,0002437,17.493156773,78.4100569842,496.704528809
09-03-13-806096,0002438,17.493154184,78.4100542889,496.69543457
09-03-13-871173,0002439,17.493152856,78.4100529024,496.693878174
09-03-13-939924,0002440,17.4931514995,78.4100515214,496.687316895
09-03-14-007380,0002441,17.4931487847,78.4100487029,496.685699463
09-03-14-073815,0002442,17.493147399,78.4100472687,496.679412842
09-03-14-140862,0002443,17.4931445989,78.410044323,496.672119141
09-03-14-206509,0002444,17.493143229,78.4100428474,496.671386719
09-03-14-276339,0002445,17.4931417904,78.4100413584,496.665344238
09-03-14-341054,0002446,17.4931402913,78.4100398785,496.665161133
09-03-14-409938,0002447,17.493137368,78.4100368479,496.659637451
09-03-14-472395,0002448,17.4931358711,78.4100353124,496.659637451
09-03-14-541163,0002449,17.4931328426,78.4100321219,496.652801514
09-03-14-610772,0002450,17.4931312612,78.4100305576,496.650817871
09-03-14-680635,0002451,17.4931297075,78.4100289683,496.646209717
09-03-14-746227,0002452,17.4931281498,78.4100273026,496.646942139
09-03-14-807645,0002453,17.493124955,78.4100240198,496.643737793
09-03-14-872009,0002454,17.4931233461,78.4100223771,496.642028809
09-03-14-939663,0002455,17.4931217135,78.4100207528,496.642181396
09-03-15-006917,0002456,17.4931183168,78.4100174606,496.641052246
09-03-15-073447,0002457,17.4931166435,78.4100157789,496.641052246
09-03-15-143183,0002458,17.4931132384,78.4100123614,496.640075684
09-03-15-205931,0002459,17.4931114639,78.4100105934,496.642974854
09-03-15-278256,0002460,17.4931097312,78.4100088613,496.640319824
09-03-15-341291,0002461,17.4931079632,78.4100070943,496.644958496
09-03-15-409821,0002462,17.4931044153,78.4100035316,496.646118164
09-03-15-473446,0002463,17.4931026294,78.410001752,496.643188477
09-03-15-538888,0002464,17.4930990066,78.4099981042,496.646759033
09-03-15-611348,0002465,17.4930971117,78.409996277,496.644866943
09-03-15-677955,0002466,17.49309527,78.4099944518,496.644866943
09-03-15-752083,0002467,17.4930933557,78.4099925408,496.643554688
09-03-15-806539,0002468,17.4930895897,78.409988753,496.647705078
09-03-15-871253,0002469,17.4930876967,78.4099868717,496.646850586
09-03-15-938315,0002470,17.4930838284,78.4099830613,496.646789551
09-03-16-009524,0002471,17.4930818278,78.4099810592,496.652740479
09-03-16-075526,0002472,17.4930798738,78.4099791271,496.649475098
09-03-16-139311,0002473,17.4930758485,78.4099751985,496.657501221
09-03-16-207985,0002474,17.493073841,78.4099731734,496.660339355
09-03-16-277104,0002475,17.4930718365,78.4099711911,496.660369873
09-03-16-343002,0002476,17.4930677161,78.4099671528,496.664611816
09-03-16-409515,0002477,17.4930656063,78.4099651046,496.669799805
09-03-16-475639,0002478,17.493063546,78.4099630743,496.669311523
09-03-16-539378,0002479,17.4930593589,78.4099588944,496.674591064
09-03-16-609713,0002480,17.4930572242,78.4099568154,496.680999756
09-03-16-678037,0002481,17.4930551573,78.4099547817,496.680999756
09-03-16-745883,0002482,17.4930529698,78.4099526035,496.686340332
09-03-16-809987,0002483,17.4930486749,78.4099483526,496.694702148
09-03-16-872212,0002484,17.493046518,78.4099462232,496.696258545
09-03-16-940914,0002485,17.4930442636,78.4099440131,496.702056885
09-03-17-006655,0002486,17.4930398341,78.4099396868,496.708648682
09-03-17-073831,0002487,17.4930376315,78.4099375104,496.709869385
09-03-17-139290,0002488,17.4930353351,78.4099353058,496.716461182
09-03-17-204334,0002489,17.4930308038,78.4099308282,496.723144531
09-03-17-271559,0002490,17.4930285585,78.4099286054,496.725067139
09-03-17-338051,0002491,17.4930262607,78.409926309,496.727935791
09-03-17-406005,0002492,17.493021641,78.4099218141,496.733001709
09-03-17-473257,0002493,17.4930193549,78.4099195404,496.734558105
09-03-17-538592,0002494,17.4930147005,78.4099149667,496.741455078
09-03-17-605803,0002495,17.4930122665,78.409912546,496.745849609
09-03-17-676361,0002496,17.4930099407,78.4099102177,496.747344971
09-03-17-743105,0002497,17.493005257,78.4099055366,496.754455566
09-03-17-809907,0002498,17.4930027952,78.4099030937,496.75894165
09-03-17-876322,0002499,17.4930004292,78.4099007177,496.761474609
09-03-17-941561,0002500,17.4929956198,78.4098958596,496.770599365
09-03-18-010822,0002501,17.4929931467,78.4098934341,496.777679443
09-03-18-076155,0002502,17.4929907515,78.4098910103,496.77923584
09-03-18-137598,0002503,17.4929883457,78.4098885793,496.78137207
09-03-18-204537,0002504,17.4929834044,78.4098836315,496.78729248
09-03-18-271738,0002505,17.4929809747,78.4098811649,496.788818359
09-03-18-337664,0002506,17.492978476,78.4098786464,496.794006348
09-03-18-404539,0002507,17.4929734465,78.4098736239,496.802246094
09-03-18-472811,0002508,17.4929709875,78.4098711188,496.804199219
09-03-18-539102,0002509,17.4929659689,78.4098660687,496.80947876
09-03-18-611068,0002510,17.4929634015,78.4098635192,496.812774658
09-03-18-676067,0002511,17.4929609168,78.4098609926,496.815887451
09-03-18-744127,0002512,17.4929558862,78.4098558596,496.821228027
09-03-18-808496,0002513,17.4929532887,78.4098532638,496.823822021
09-03-18-879441,0002514,17.4929507831,78.4098507116,496.82623291
09-03-18-946548,0002515,17.4929481961,78.4098481178,496.83013916
09-03-19-010850,0002516,17.492943098,78.4098430505,496.835296631
09-03-19-073317,0002517,17.492940574,78.4098404852,496.838623047
09-03-19-140751,0002518,17.4929379066,78.4098378375,496.842681885
09-03-19-209552,0002519,17.4929327508,78.4098326359,496.849975586
09-03-19-272231,0002520,17.4929302112,78.4098300551,496.853088379
09-03-19-337874,0002521,17.4929276208,78.4098274702,496.855499268
09-03-19-407716,0002522,17.4929224087,78.4098222039,496.863250732
09-03-19-472942,0002523,17.4929198584,78.4098196105,496.8671875
09-03-19-546286,0002524,17.4929147037,78.4098143465,496.876739502
09-03-19-616795,0002525,17.492912104,78.4098116792,496.881164551
09-03-19-677584,0002526,17.4929095482,78.4098090776,496.885650635
09-03-19-742844,0002527,17.4929069282,78.4098065241,496.88861084
09-03-19-807768,0002528,17.4929017891,78.4098012295,496.894744873
09-03-19-874399,0002529,17.4928992296,78.4097986222,496.897857666
09-03-19-938790,0002530,17.4928940282,78.4097933865,496.906982422
09-03-20-006854,0002531,17.4928913637,78.409790769,496.912231445
09-03-20-077300,0002532,17.4928887965,78.4097881659,496.915496826
09-03-20-143356,0002533,17.4928862325,78.409785559,496.918609619
09-03-20-205940,0002534,17.4928809265,78.4097802851,496.927215576
09-03-20-272042,0002535,17.4928783582,78.4097776816,496.930908203
09-03-20-342427,0002536,17.4928730412,78.4097725083,496.934234619
09-03-20-407355,0002537,17.4928704959,78.4097698,496.938354492
09-03-20-476458,0002538,17.4928679766,78.4097672465,496.94140625
09-03-20-546764,0002539,17.492865405,78.4097645029,496.946807861
09-03-20-613470,0002540,17.492860134,78.4097593526,496.956573486
09-03-20-673933,0002541,17.4928575641,78.409756746,496.961273193
09-03-20-742820,0002542,17.4928523696,78.409751539,496.969177246
09-03-20-805760,0002543,17.4928497553,78.4097488715,496.972229004
09-03-20-877478,0002544,17.4928471878,78.4097462665,496.977661133
09-03-20-943315,0002545,17.492841977,78.4097410405,496.985626221
09-03-21-009097,0002546,17.4928393992,78.4097384518,496.993560791
09-03-21-075152,0002547,17.4928368374,78.4097358439,496.996673584
09-03-21-139744,0002548,17.492831693,78.4097306224,497.010009766
09-03-21-206028,0002549,17.4928290425,78.4097279831,497.014892578
09-03-21-276907,0002550,17.4928265343,78.4097254212,497.020080566
09-03-21-337617,0002551,17.4928213017,78.4097202012,497.03112793
09-03-21-410174,0002552,17.4928186775,78.4097176517,497.035583496
09-03-21-477421,0002553,17.4928161189,78.409715041,497.040222168
09-03-21-543632,0002554,17.4928134831,78.4097124167,497.046386719
09-03-21-607432,0002555,17.4928082671,78.4097072315,497.056610107
09-03-21-671517,0002556,17.4928057069,78.4097046217,497.0597229
09-03-21-739055,0002557,17.492803049,78.4097020194,497.067626953
09-03-21-807899,0002558,17.49279784,78.4096967772,497.076446533
09-03-21-872893,0002559,17.4927952755,78.4096941648,497.081817627
09-03-21-943353,0002560,17.4927901435,78.4096889035,497.09362793
09-03-22-009861,0002561,17.4927875623,78.4096863759,497.098510742
09-03-22-075490,0002562,17.4927849991,78.4096837618,497.104187012
09-03-22-144534,0002563,17.4927797983,78.4096785699,497.116210938
09-03-22-209871,0002564,17.4927771304,78.4096758924,497.126556396
09-03-22-275917,0002565,17.4927745647,78.4096732744,497.129669189
09-03-22-340737,0002566,17.4927694106,78.409667976,497.140319824
09-03-22-408541,0002567,17.4927668073,78.4096653977,497.14263916
09-03-22-477989,0002568,17.4927642475,78.4096627776,497.147216797
09-03-22-543050,0002569,17.4927590942,78.409657482,497.15725708
09-03-22-609561,0002570,17.4927564042,78.4096548985,497.163848877
09-03-22-682747,0002571,17.4927538417,78.4096522718,497.169006348
09-03-22-739609,0002572,17.4927486653,78.4096471105,497.182128906
09-03-22-807160,0002573,17.4927460669,78.4096444624,497.19241333
09-03-22-881792,0002574,17.4927435057,78.4096418378,497.19708252
09-03-22-957706,0002575,17.4927408465,78.4096392055,497.204467773
09-03-23-015651,0002576,17.4927356555,78.4096339914,497.214782715
09-03-23-071844,0002577,17.4927330947,78.4096313663,497.220855713
09-03-23-141575,0002578,17.4927279399,78.4096261432,497.232086182
09-03-23-207211,0002579,17.4927252975,78.4096234939,497.238189697
09-03-23-276591,0002580,17.4927227383,78.4096208698,497.244415283
09-03-23-338196,0002581,17.4927175331,78.4096156139,497.256439209
09-03-23-408311,0002582,17.4927148972,78.4096129872,497.263977051
09-03-23-481963,0002583,17.4927123403,78.4096103629,497.26864624
09-03-23-544702,0002584,17.4927071708,78.409605205,497.284484863
09-03-23-612455,0002585,17.4927045537,78.4096025445,497.289703369
09-03-23-677092,0002586,17.4927019964,78.4095999208,497.295684814
09-03-23-738237,0002587,17.49269686,78.4095946389,497.309967041
09-03-23-807072,0002588,17.4926941932,78.4095920164,497.314819336
09-03-23-876224,0002589,17.4926916393,78.4095893917,497.321990967
09-03-23-938795,0002590,17.4926890386,78.4095867834,497.326080322
09-03-24-004575,0002591,17.4926838261,78.409581548,497.338684082
09-03-24-071275,0002592,17.4926812749,78.4095789218,497.344909668
09-03-24-143827,0002593,17.4926787241,78.4095762952,497.352020264
09-03-24-205234,0002594,17.4926734459,78.4095710309,497.366271973
09-03-24-274037,0002595,17.4926709477,78.4095684543,497.37411499
09-03-24-338162,0002596,17.4926657279,78.4095632218,497.388397217
09-03-24-404459,0002597,17.4926631115,78.4095605946,497.392944336
09-03-24-479647,0002598,17.492660566,78.4095579679,497.400421143
09-03-24-547481,0002599,17.492655416,78.409552687,497.408050537
09-03-24-621774,0002600,17.4926527856,78.4095500282,497.410491943
09-03-24-679301,0002601,17.492650246,78.409547392,497.416717529
09-03-24-740290,0002602,17.4926476119,78.4095447815,497.421173096
09-03-24-805424,0002603,17.4926423834,78.4095395018,497.430938721
09-03-24-873743,0002604,17.4926398433,78.4095368556,497.437347412
09-03-24-939398,0002605,17.4926372979,78.4095341825,497.443389893
09-03-25-005477,0002606,17.4926321411,78.4095288691,497.45614624
09-03-25-071929,0002607,17.4926296568,78.4095262675,497.463104248
09-03-25-143114,0002608,17.4926269971,78.4095236777,497.468200684
09-03-25-205233,0002609,17.4926219203,78.4095183842,497.478302002
09-03-25-272974,0002610,17.4926193979,78.4095157252,497.484405518
09-03-25-337197,0002611,17.4926143132,78.4095103745,497.492675781
09-03-25-403517,0002612,17.4926116822,78.4095076851,497.494659424
09-03-25-481183,0002613,17.4926091657,78.4095050329,497.501342773
09-03-25-548805,0002614,17.492604088,78.409499722,497.512420654
09-03-25-612019,0002615,17.492601508,78.4094970529,497.518463135
09-03-25-681191,0002616,17.492599,78.4094944091,497.52331543
09-03-25-740268,0002617,17.4925938916,78.4094891343,497.528961182
09-03-25-808703,0002618,17.492591431,78.4094865485,497.534484863
09-03-25-878316,0002619,17.4925889431,78.4094839287,497.537994385
09-03-25-957112,0002620,17.4925862906,78.409481299,497.542205811
09-03-26-011959,0002621,17.4925812888,78.4094759953,497.5496521
09-03-26-070400,0002622,17.4925788252,78.4094733944,497.554107666
09-03-26-141231,0002623,17.4925763688,78.409470803,497.557220459
09-03-26-210261,0002624,17.4925711679,78.4094656552,497.564453125
09-03-26-273593,0002625,17.4925687304,78.4094630853,497.56842041
09-03-26-342954,0002626,17.4925638805,78.4094579527,497.574645996
09-03-26-405586,0002627,17.4925613901,78.4094554217,497.580780029
09-03-26-478041,0002628,17.4925589857,78.4094528828,497.582885742
09-03-26-548684,0002629,17.4925542717,78.4094477989,497.591186523
09-03-26-615942,0002630,17.4925518937,78.4094452484,497.598297119
09-03-26-679094,0002631,17.4925495411,78.4094427502,497.600952148
09-03-26-742879,0002632,17.4925447267,78.4094377958,497.611053467
09-03-26-811142,0002633,17.4925424064,78.4094353015,497.623474121
09-03-26-883008,0002634,17.4925400945,78.409432838,497.625488281
09-03-26-946401,0002635,17.4925354514,78.40942794,497.638305664
