,timestamp,image_idx,latitude,longitude,altitude
7711,2019-07-07 23:07:58,8711,17.482500449521375,78.37823318359358,501.97853479527856
1623,2019-07-07 04:52:08,2623,17.349694,78.286225,501.9158710639397
6828,2019-07-07 20:29:02,7828,17.476206527014025,78.38160587396082,503.30899185055085
1338,2019-07-07 04:00:50,2338,17.417116,78.126225,488.2105262923395
1006,2019-07-07 03:01:04,2006,17.58567,78.569297,485.84967869470523
6792,2019-07-07 20:22:33,7792,17.468597814441264,78.39121085881028,477.407629864386
7782,2019-07-07 23:20:45,8782,17.43195703455774,78.40328469317895,501.0556109538991
6907,2019-07-07 20:43:15,7907,17.47644316869535,78.37268116514817,486.3580977285244
7864,2019-07-07 23:35:31,8864,17.46884941547134,78.34641484395848,521.367256357151
7504,2019-07-07 22:30:43,8504,17.48032692966542,78.38232561684755,506.54116054466266
5885,2019-07-07 17:39:18,6885,17.475827518206323,78.38647014516037,488.18133060888744
2742,2019-07-07 08:13:33,3742,17.527465,78.451437,511.3513074377661
5790,2019-07-07 17:22:12,6790,17.472465900354205,78.38682522143687,511.37498302837264
3225,2019-07-07 09:40:30,4225,17.417116,78.286225,512.1872415492535
2781,2019-07-07 08:20:34,3781,17.514423,78.451437,491.91928304495195
5541,2019-07-07 16:37:22,6541,17.47120667559006,78.37948491537996,507.16054334892175
762,2019-07-07 02:17:09,1762,17.514423,78.569297,512.3566728600933
7242,2019-07-07 21:43:33,8242,17.48073894817344,78.36457821410866,515.708571497572
7258,2019-07-07 21:46:26,8258,17.44119252983333,78.38605595834503,484.7625716503364
2205,2019-07-07 06:36:54,3205,17.349694,78.457475,497.8236589309044
7535,2019-07-07 22:36:18,8535,17.447333417597793,78.39771647907176,491.5599081548786
7064,2019-07-07 21:11:31,8064,17.465051712054017,78.37828728957527,518.6412426509212
4724,2019-07-07 14:10:19,5724,17.457121,78.451437,504.9105733385446
6515,2019-07-07 19:32:42,7515,17.473821191180136,78.38114791634762,508.9124780438225
5222,2019-07-07 15:39:57,6222,17.469733509680278,78.38408252810947,504.76355355701617
322,2019-07-07 00:57:57,1322,17.349694,78.126225,503.75285584406856
6470,2019-07-07 19:24:36,7470,17.466866559213567,78.38272171967688,491.3671187903991
3678,2019-07-07 11:02:02,4678,17.528552,78.339247,495.53490577153116
686,2019-07-07 02:03:28,1686,17.349694,78.274611,500.71515364501306
4795,2019-07-07 14:23:06,5795,17.457121,78.457475,493.51414289361725
683,2019-07-07 02:02:56,1683,17.528552,78.443493,491.66828210238253
3212,2019-07-07 09:38:09,4212,17.417116,78.334361,497.94322727053884
5163,2019-07-07 15:29:20,6163,17.474189719102686,78.38360630490949,493.948559913219
6451,2019-07-07 19:21:10,7451,17.4691843300317,78.38328766118552,500.49817090177436
7055,2019-07-07 21:09:54,8055,17.470635513329675,78.3870688836201,495.5712958553295
5477,2019-07-07 16:25:51,6477,17.4698960373863,78.38188329311645,493.15141340509996
557,2019-07-07 01:40:15,1557,17.58567,78.126225,490.7237583968618
2788,2019-07-07 08:21:50,3788,17.349694,78.286225,500.0609592004564
32,2019-07-07 00:05:45,1032,17.393563,78.569297,508.8829827385741
5388,2019-07-07 16:09:50,6388,17.47385848427549,78.3832401689182,506.50871553945603
7331,2019-07-07 21:59:34,8331,17.487962438697444,78.35267228696468,484.730898149111
6112,2019-07-07 18:20:09,7112,17.466143206942146,78.3935773547355,508.59750761010906
6626,2019-07-07 19:52:40,7626,17.474413082326894,78.38836633295249,506.43809031953396
3070,2019-07-07 09:12:36,4070,17.528552,78.339247,508.8727340639746
1090,2019-07-07 03:16:12,2090,17.58567,78.487001,510.8361233030333
1117,2019-07-07 03:21:03,2117,17.470358,78.569297,492.72346176217
2890,2019-07-07 08:40:12,3890,17.417116,78.286225,497.0019723304018
5765,2019-07-07 17:17:42,6765,17.468781682442643,78.3811511782745,517.9046351410719
7439,2019-07-07 22:19:01,8439,17.476274758331947,78.3676438711887,517.3104038147848
5430,2019-07-07 16:17:24,6430,17.470473473641476,78.38659576297819,499.2341143968265
110,2019-07-07 00:19:48,1110,17.540891,78.566894,506.0311142466849
251,2019-07-07 00:45:10,1251,17.528552,78.487001,506.9059987142683
7662,2019-07-07 22:59:09,8662,17.478490261006105,78.3978489622688,517.5764463215353
6853,2019-07-07 20:33:32,7853,17.475012251323058,78.3772373497468,503.4528038993808
2519,2019-07-07 07:33:25,3519,17.457121,78.457475,487.87713101187967
7675,2019-07-07 23:01:30,8675,17.42628597636173,78.36159407998571,495.2399407150247
6595,2019-07-07 19:47:06,7595,17.480613220353213,78.38392696054038,531.3353665954332
5834,2019-07-07 17:30:07,6834,17.471205643873585,78.38969578398148,487.41378742632054
2843,2019-07-07 08:31:44,3843,17.393563,78.339247,500.5027912162758
3669,2019-07-07 11:00:25,4669,17.58567,78.176807,523.1353344025246
647,2019-07-07 01:56:27,1647,17.470358,78.569297,492.00256758215545
7553,2019-07-07 22:39:32,8553,17.46464443949379,78.37340548614516,472.7310049867366
3629,2019-07-07 10:53:13,4629,17.528552,78.274611,474.57002735703134
1010,2019-07-07 03:01:48,2010,17.460103,78.334361,492.0578603623616
1002,2019-07-07 03:00:21,2002,17.544866,78.176807,482.3706524761007
4298,2019-07-07 12:53:38,5298,17.457121,78.451437,510.371673372625
6052,2019-07-07 18:09:21,7052,17.466320422670183,78.37814632230985,502.6814410680987
2282,2019-07-07 06:50:45,3282,17.460103,78.569297,478.6616271200163
6128,2019-07-07 18:23:02,7128,17.480478526195654,78.37287419583902,484.0464910774135
7611,2019-07-07 22:49:58,8611,17.45540978845615,78.3615739848134,512.4014049308684
7854,2019-07-07 23:33:43,8854,17.49317948229319,78.40636604170511,501.93159055698834
401,2019-07-07 01:12:10,1401,17.514423,78.487001,514.3363134439056
4560,2019-07-07 13:40:48,5560,17.417116,78.487001,511.1901076835288
4055,2019-07-07 12:09:54,5055,17.417116,78.487001,488.4947929602674
1074,2019-07-07 03:13:19,2074,17.470358,78.443493,508.81968065668553
28,2019-07-07 00:05:02,1028,17.544866,78.286225,505.6285106609671
2590,2019-07-07 07:46:12,3590,17.514423,78.566894,480.3827904573704
5774,2019-07-07 17:19:19,6774,17.47261384870273,78.39267294222768,486.3802167077146
6866,2019-07-07 20:35:52,7866,17.46778614211439,78.37571179618895,524.3767048842802
6427,2019-07-07 19:16:51,7427,17.473265477691736,78.38186318034705,490.7235976206626
2937,2019-07-07 08:48:39,3937,17.514423,78.126225,504.115211163331
1431,2019-07-07 04:17:34,2431,17.544866,78.457475,498.09349251812114
6253,2019-07-07 18:45:32,7253,17.480830244276255,78.38883229890698,501.8372395187767
7777,2019-07-07 23:19:51,8777,17.482162083110538,78.39797761769033,498.75501931893746
4825,2019-07-07 14:28:30,5825,17.465986661880866,78.39092026791924,509.6518729294318
244,2019-07-07 00:43:55,1244,17.470358,78.457475,509.38990844352924
3555,2019-07-07 10:39:54,4555,17.528552,78.274611,501.1792456757428
2679,2019-07-07 08:02:13,3679,17.393563,78.286225,490.95526956396975
2673,2019-07-07 08:01:08,3673,17.417116,78.457475,494.3121115905119
1609,2019-07-07 04:49:37,2609,17.393563,78.566894,484.2408030319569
3365,2019-07-07 10:05:42,4365,17.58567,78.358528,496.65570698240475
1910,2019-07-07 05:43:48,2910,17.349694,78.443493,482.3357479955608
6382,2019-07-07 19:08:45,7382,17.465880510325935,78.37973534926327,502.18847199712405
1583,2019-07-07 04:44:56,2583,17.457121,78.443493,502.95998228657834
4722,2019-07-07 14:09:57,5722,17.514423,78.457475,510.0525196165193
4421,2019-07-07 13:15:46,5421,17.457121,78.334361,487.7991420675217
1517,2019-07-07 04:33:03,2517,17.349694,78.334361,488.47804698915456
4473,2019-07-07 13:25:08,5473,17.417116,78.566894,515.2470136852293
1606,2019-07-07 04:49:04,2606,17.372073,78.569297,486.31269537048166
3148,2019-07-07 09:26:38,4148,17.528552,78.286225,520.5121621901901
1436,2019-07-07 04:18:28,2436,17.417116,78.569297,490.76102883479325
6893,2019-07-07 20:40:44,7893,17.47184112854255,78.3750008072848,490.8309170391976
3226,2019-07-07 09:40:40,4226,17.460103,78.126225,508.4280984571374
432,2019-07-07 01:17:45,1432,17.544866,78.457475,505.4939152869773
6247,2019-07-07 18:44:27,7247,17.46755596802021,78.39152894493029,516.4153681459451
5231,2019-07-07 15:41:34,6231,17.466448576109016,78.38701517989143,481.08695847769786
5689,2019-07-07 17:04:01,6689,17.47145145665447,78.38667667544635,505.33635427805086
1969,2019-07-07 05:54:25,2969,17.544866,78.50866,499.5402644569652
7705,2019-07-07 23:06:54,8705,17.475349527187213,78.39490199696124,489.2327194556604
7327,2019-07-07 21:58:51,8327,17.449954900935584,78.40219793949436,518.8147289300108
323,2019-07-07 00:58:08,1323,17.540891,78.457475,502.3534979888309
4071,2019-07-07 12:12:46,5071,17.544866,78.451437,499.37150892627426
4745,2019-07-07 14:14:06,5745,17.372073,78.487001,504.5400622559385
6113,2019-07-07 18:20:20,7113,17.470290107623402,78.3818414209149,482.71645732887237
1780,2019-07-07 05:20:24,2780,17.460103,78.176807,487.51393974578974
2304,2019-07-07 06:54:43,3304,17.514423,78.334361,496.67378843129046
5768,2019-07-07 17:18:14,6768,17.466296667737186,78.38964956414264,503.16401680794286
6926,2019-07-07 20:46:40,7926,17.473578751668423,78.38165428838026,512.7463437004491
1168,2019-07-07 03:30:14,2168,17.349694,78.50866,491.1507877080095
2368,2019-07-07 07:06:14,3368,17.544866,78.569297,488.86708680335306
2597,2019-07-07 07:47:27,3597,17.393563,78.274611,505.0142636675351
3422,2019-07-07 10:15:57,4422,17.460103,78.286225,498.64101989634474
3290,2019-07-07 09:52:12,4290,17.457121,78.334361,480.78725601943387
3490,2019-07-07 10:28:12,4490,17.470358,78.286225,490.8162452661716
330,2019-07-07 00:59:24,1330,17.460103,78.176807,498.18232013251924
5325,2019-07-07 15:58:30,6325,17.46534799535697,78.38989217889012,498.45796490288586
1783,2019-07-07 05:20:56,2783,17.527465,78.358528,500.8985827283323
1858,2019-07-07 05:34:26,2858,17.349694,78.339247,486.99680439953323
4034,2019-07-07 12:06:07,5034,17.527465,78.569297,498.68985254481
4272,2019-07-07 12:48:57,5272,17.514423,78.358528,509.47078376977885
5318,2019-07-07 15:57:14,6318,17.47722054546681,78.38728935111735,471.12365699282844
4823,2019-07-07 14:28:08,5823,17.46927428054015,78.38123644573338,497.17610008360765
1427,2019-07-07 04:16:51,2427,17.393563,78.566894,483.38029262285227
5489,2019-07-07 16:28:01,6489,17.47026394897213,78.37732693249629,499.6776831123866
6980,2019-07-07 20:56:24,7980,17.470176461730954,78.38515415365598,484.9521510789458
3349,2019-07-07 10:02:49,4349,17.540891,78.274611,501.34074534903056
