timestamp,image_idx,latitude,longitude,altitude
13-00-10-353569,0000062,17.4962569397,78.4155963801,486.299591064
13-00-10-419855,0000063,17.4962549774,78.4155951255,486.310882568
13-00-10-487923,0000064,17.4962509752,78.4155928306,486.327209473
13-00-10-550917,0000065,17.4962489628,78.4155916179,486.331878662
13-00-10-622890,0000066,17.4962469403,78.4155903309,486.346313477
13-00-10-688105,0000067,17.4962428231,78.4155879675,486.361999512
13-00-10-752100,0000068,17.4962407498,78.4155866754,486.36932373
13-00-10-817960,0000069,17.4962386761,78.415585432,486.37399292
13-00-10-886533,0000070,17.4962344628,78.4155830048,486.388458252
13-00-10-953225,0000071,17.4962323569,78.415581748,486.397735596
13-00-11-023292,0000072,17.4962301151,78.4155804462,486.405273438
13-00-11-090004,0000073,17.4962258607,78.4155780225,486.420623779
13-00-11-159890,0000074,17.4962237611,78.4155767537,486.426727295
13-00-11-224826,0000075,17.4962216004,78.4155754663,486.437042236
13-00-11-287356,0000076,17.4962172852,78.4155728048,486.453887939
13-00-11-353774,0000077,17.4962151183,78.4155714683,486.460113525
13-00-11-425596,0000078,17.4962106715,78.4155688572,486.474334717
13-00-11-490981,0000079,17.4962083528,78.4155676028,486.469085693
13-00-11-554214,0000080,17.49620608,78.415566236,486.472198486
13-00-11-621006,0000081,17.4962038731,78.4155648656,486.478424072
13-00-11-686304,0000082,17.4961994847,78.4155620513,486.488525391
13-00-11-752724,0000083,17.4961972793,78.4155606765,486.496154785
13-00-11-821076,0000084,17.4961950473,78.4155592557,486.503295898
13-00-11-886024,0000085,17.4961905847,78.4155565295,486.514434814
13-00-11-954853,0000086,17.4961883279,78.4155550941,486.522216797
13-00-12-020735,0000087,17.4961858463,78.4155541137,486.515167236
13-00-12-083973,0000088,17.4961810968,78.4155517943,486.515716553
13-00-12-151881,0000089,17.4961787891,78.4155503749,486.525512695
13-00-12-217717,0000090,17.4961762602,78.4155492397,486.51739502
13-00-12-283807,0000091,17.49617148,78.4155463122,486.51940918
13-00-12-356044,0000092,17.4961691187,78.4155448027,486.514892578
13-00-12-420786,0000093,17.4961668115,78.4155433867,486.524139404
13-00-12-485729,0000094,17.4961619627,78.4155402559,486.530059814
13-00-12-551922,0000095,17.4961596332,78.4155386439,486.52722168
13-00-12-620200,0000096,17.4961572624,78.4155371383,486.53326416
13-00-12-685178,0000097,17.4961525043,78.4155339183,486.536651611
13-00-12-754772,0000098,17.4961503108,78.4155321766,486.534332275
13-00-12-821302,0000099,17.4961479375,78.4155306223,486.540557861
13-00-12-885564,0000100,17.4961432486,78.4155272664,486.548217773
13-00-12-951293,0000101,17.4961409397,78.4155255264,486.555175781
13-00-13-018800,0000102,17.496138606,78.4155239523,486.563232422
13-00-13-085495,0000103,17.4961338534,78.4155206721,486.578887939
13-00-13-153035,0000104,17.4961314646,78.415518999,486.582733154
13-00-13-221006,0000105,17.4961290749,78.4155173746,486.587585449
13-00-13-285651,0000106,17.496124366,78.4155140787,486.595916748
13-00-13-352457,0000107,17.4961219655,78.4155124511,486.605163574
13-00-13-424253,0000108,17.4961195796,78.4155107943,486.603637695
13-00-13-486848,0000109,17.4961147926,78.4155074495,486.610687256
13-00-13-554781,0000110,17.4961123799,78.4155057994,486.613800049
13-00-13-622581,0000111,17.496110077,78.4155040586,486.625335693
13-00-13-690713,0000112,17.496105294,78.4155006078,486.641937256
13-00-13-758192,0000113,17.4961029947,78.4154988783,486.65045166
13-00-13-820721,0000114,17.4961005762,78.4154972036,486.656402588
13-00-13-887821,0000115,17.4960957055,78.4154938197,486.670227051
13-00-13-953245,0000116,17.4960932692,78.4154921412,486.67755127
13-00-14-018871,0000117,17.4960908525,78.4154903475,486.684906006
13-00-14-086046,0000118,17.4960858941,78.4154870494,486.697784424
13-00-14-155666,0000119,17.4960834346,78.4154853673,486.703613281
13-00-14-222464,0000120,17.4960809569,78.4154837063,486.712249756
13-00-14-286968,0000121,17.4960760455,78.4154803473,486.724304199
13-00-14-354222,0000122,17.4960735614,78.4154786428,486.727874756
13-00-14-422448,0000123,17.4960710689,78.4154769635,486.732543945
13-00-14-486218,0000124,17.4960660657,78.4154736025,486.745178223
13-00-14-555806,0000125,17.4960635526,78.4154719251,486.752502441
13-00-14-624069,0000126,17.4960610523,78.4154702975,486.756469727
13-00-14-690037,0000127,17.4960559779,78.4154669144,486.768280029
13-00-14-755064,0000128,17.4960534843,78.4154652909,486.776306152
13-00-14-828863,0000129,17.4960484265,78.4154619833,486.788970947
13-00-14-893077,0000130,17.4960459616,78.4154603106,486.800323486
13-00-14-953875,0000131,17.4960433912,78.4154586413,486.804992676
13-00-15-019972,0000132,17.4960409762,78.4154569344,486.8152771
13-00-15-084319,0000133,17.4960357761,78.4154536143,486.833953857
13-00-15-152384,0000134,17.4960331788,78.4154519444,486.841522217
13-00-15-218538,0000135,17.4960305812,78.4154502727,486.853240967
13-00-15-287704,0000136,17.4960253775,78.415446961,486.870452881
13-00-15-353730,0000137,17.4960227489,78.4154452918,486.87512207
13-00-15-424065,0000138,17.4960200719,78.4154436685,486.887756348
13-00-15-488236,0000139,17.4960147393,78.4154403293,486.905792236
13-00-15-558530,0000140,17.4960120689,78.4154386651,486.910461426
13-00-15-624152,0000141,17.4960093203,78.4154370748,486.919128418
13-00-15-689568,0000142,17.4960039985,78.4154340291,486.932067871
13-00-15-753048,0000143,17.4960013852,78.4154324453,486.938812256
13-00-15-819138,0000144,17.4959986786,78.4154308073,486.945037842
13-00-15-888038,0000145,17.495993268,78.4154275838,486.960418701
13-00-15-954423,0000146,17.4959905446,78.415425951,486.966644287
13-00-16-020593,0000147,17.4959877532,78.4154246203,486.973236084
13-00-16-085185,0000148,17.4959823621,78.4154214645,486.988067627
13-00-16-155164,0000149,17.4959795716,78.4154198807,486.998382568
13-00-16-222342,0000150,17.4959768454,78.4154182665,487.004882812
13-00-16-290734,0000151,17.4959713487,78.4154148686,487.022796631
13-00-16-358197,0000152,17.4959686263,78.4154132444,487.031860352
13-00-16-424735,0000153,17.4959658657,78.4154115545,487.040405273
13-00-16-491782,0000154,17.4959603691,78.4154081908,487.061981201
13-00-16-560239,0000155,17.495957657,78.4154065545,487.069763184
13-00-16-628763,0000156,17.4959522447,78.4154031279,487.087615967
13-00-16-688913,0000157,17.4959494162,78.4154013378,487.103973389
13-00-16-754326,0000158,17.4959466624,78.4153996009,487.120697021
13-00-16-825708,0000159,17.4959412533,78.4153962602,487.139068604
13-00-16-886689,0000160,17.4959385405,78.4153946228,487.152832031
13-00-16-957551,0000161,17.4959358459,78.4153929504,487.163665771
13-00-17-019853,0000162,17.4959332008,78.415391292,487.1746521
13-00-17-087900,0000163,17.4959277761,78.415388031,487.193359375
13-00-17-154773,0000164,17.495925178,78.4153863733,487.195159912
13-00-17-221476,0000165,17.4959225117,78.4153846899,487.205352783
13-00-17-286348,0000166,17.4959172758,78.415381346,487.220062256
13-00-17-354235,0000167,17.4959146738,78.4153796886,487.229217529
13-00-17-424158,0000168,17.4959120476,78.4153779584,487.238891602
13-00-17-486443,0000169,17.4959067508,78.4153744743,487.255554199
13-00-17-551108,0000170,17.4959041188,78.4153727684,487.26663208
13-00-17-619673,0000171,17.4959014623,78.4153709949,487.270507812
13-00-17-687306,0000172,17.4958962215,78.4153676753,487.279754639
13-00-17-755541,0000173,17.4958935818,78.4153658539,487.278747559
13-00-17-821226,0000174,17.4958909778,78.4153641332,487.289611816
13-00-17-891343,0000175,17.4958858285,78.4153604462,487.30065918
13-00-17-953477,0000176,17.4958832895,78.4153587433,487.308288574
13-00-18-022352,0000177,17.4958806051,78.4153570204,487.312835693
13-00-18-086869,0000178,17.4958753859,78.4153535119,487.331542969
13-00-18-153963,0000179,17.4958728143,78.4153517681,487.340393066
13-00-18-219469,0000180,17.4958702547,78.4153500402,487.348114014
13-00-18-287963,0000181,17.4958650241,78.415346592,487.364074707
13-00-18-356581,0000182,17.4958624755,78.4153448557,487.371856689
13-00-18-422330,0000183,17.4958597743,78.4153431793,487.37802124
13-00-18-487619,0000184,17.4958545613,78.4153397873,487.39251709
13-00-18-555855,0000185,17.4958519744,78.4153380525,487.398590088
13-00-18-625957,0000186,17.4958469853,78.4153346396,487.415496826
13-00-18-686140,0000187,17.4958444272,78.4153329746,487.425079346
13-00-18-757071,0000188,17.4958419269,78.4153313228,487.433929443
13-00-18-823983,0000189,17.4958394392,78.4153296133,487.441711426
13-00-18-885510,0000190,17.4958344833,78.4153262104,487.457489014
13-00-18-955582,0000191,17.4958319184,78.4153245589,487.464202881
13-00-19-020505,0000192,17.4958294628,78.4153228593,487.473022461
13-00-19-089926,0000193,17.4958244947,78.4153195453,487.491088867
13-00-19-150578,0000194,17.4958220702,78.4153178681,487.49887085
13-00-19-223982,0000195,17.4958197071,78.4153162689,487.50579834
13-00-19-288454,0000196,17.4958148243,78.415313016,487.521972656
13-00-19-351981,0000197,17.4958122826,78.4153114878,487.534759521
13-00-19-421715,0000198,17.4958099106,78.4153098415,487.542541504
13-00-19-488930,0000199,17.4958051056,78.4153066911,487.559509277
13-00-19-556425,0000200,17.4958026749,78.4153052752,487.570861816
13-00-19-621755,0000201,17.4958003478,78.4153036832,487.578796387
13-00-19-691561,0000202,17.4957956193,78.4153006037,487.59588623
13-00-19-760516,0000203,17.4957932544,78.4152990509,487.602874756
13-00-19-822556,0000204,17.4957909771,78.4152975068,487.610656738
13-00-19-891628,0000205,17.4957864811,78.4152944904,487.624359131
13-00-19-954216,0000206,17.4957841151,78.4152930647,487.634063721
13-00-20-018952,0000207,17.4957818804,78.4152915715,487.641845703
13-00-20-089287,0000208,17.495777345,78.4152887773,487.660491943
13-00-20-155338,0000209,17.4957751772,78.4152873572,487.670318604
13-00-20-220163,0000210,17.4957729824,78.4152859365,487.677520752
13-00-20-290795,0000211,17.4957686072,78.4152831528,487.693878174
13-00-20-352541,0000212,17.4957664369,78.4152817793,487.701660156
13-00-20-426892,0000213,17.4957622361,78.4152791412,487.717803955
13-00-20-491784,0000214,17.4957603597,78.4152777368,487.725128174
13-00-20-555862,0000215,17.4957582445,78.4152764223,487.73248291
13-00-20-623211,0000216,17.4957563197,78.4152749806,487.738739014
13-00-20-686824,0000217,17.4957522409,78.4152723031,487.756866455
13-00-20-753278,0000218,17.4957502577,78.4152709575,487.767883301
13-00-20-819156,0000219,17.4957481615,78.4152696837,487.775421143
13-00-20-890288,0000220,17.4957440842,78.4152670989,487.79397583
13-00-20-960514,0000221,17.4957419738,78.4152658362,487.801757812
13-00-21-026221,0000222,17.495737809,78.4152633284,487.820648193
13-00-21-087219,0000223,17.4957359468,78.415261939,487.834136963
13-00-21-153857,0000224,17.495734068,78.4152606248,487.843994141
13-00-21-220368,0000225,17.4957319352,78.41525936,487.85333252
13-00-21-286997,0000226,17.495727741,78.4152567903,487.86831665
13-00-21-358240,0000227,17.4957256703,78.41525543,487.875518799
13-00-21-425895,0000228,17.4957214201,78.4152528195,487.890899658
13-00-21-492335,0000229,17.4957192493,78.415251541,487.898986816
13-00-21-556950,0000230,17.4957171139,78.4152503238,487.907318115
13-00-21-629925,0000231,17.4957128195,78.415247852,487.923126221
13-00-21-690428,0000232,17.4957106628,78.4152466004,487.930755615
13-00-21-753288,0000233,17.4957085272,78.4152453198,487.937927246
13-00-21-820303,0000234,17.4957063137,78.4152440376,487.945709229
13-00-21-888498,0000235,17.4957019534,78.4152413808,487.961914062
13-00-21-952320,0000236,17.4956999589,78.4152398988,487.970794678
13-00-22-019100,0000237,17.4956977386,78.4152385807,487.979003906
13-00-22-089421,0000238,17.4956936375,78.4152356349,487.998474121
13-00-22-151691,0000239,17.4956914254,78.4152342705,488.006256104
13-00-22-222942,0000240,17.4956894744,78.4152325196,488.02243042
13-00-22-290995,0000241,17.4956853075,78.4152294516,488.045135498
13-00-22-355196,0000242,17.4956831771,78.41522778,488.059448242
13-00-22-419644,0000243,17.4956809779,78.4152263205,488.068572998
13-00-22-489501,0000244,17.4956766375,78.4152231135,488.092193604
13-00-22-558643,0000245,17.4956745175,78.4152214306,488.1065979
13-00-22-624800,0000246,17.4956723245,78.4152198914,488.116333008
13-00-22-686061,0000247,17.4956678343,78.4152166657,488.137481689
13-00-22-756381,0000248,17.4956656298,78.4152151948,488.152282715
13-00-22-823441,0000249,17.4956634281,78.4152136029,488.16317749
13-00-22-889663,0000250,17.4956589523,78.4152105347,488.181518555
13-00-22-955287,0000251,17.4956565305,78.4152093618,488.195678711
13-00-23-020952,0000252,17.4956543161,78.4152077499,488.206573486
13-00-23-088605,0000253,17.4956497953,78.415204753,488.226013184
13-00-23-152360,0000254,17.4956474638,78.4152033991,488.235748291
13-00-23-223803,0000255,17.4956452661,78.4152017706,488.247161865
13-00-23-290930,0000256,17.4956406815,78.415198859,488.266876221
13-00-23-356063,0000257,17.4956384941,78.4151972288,488.279327393
13-00-23-419417,0000258,17.4956360944,78.4151959745,488.291717529
13-00-23-488590,0000259,17.495631604,78.4151929537,488.31817627
13-00-23-557078,0000260,17.4956294802,78.4151913534,488.329223633
13-00-23-620701,0000261,17.4956271364,78.4151899738,488.346496582
13-00-23-689400,0000262,17.4956226999,78.415186868,488.373901367
13-00-23-755140,0000263,17.4956204467,78.4151854163,488.385040283
13-00-23-822596,0000264,17.4956183169,78.4151837849,488.397338867
13-00-23-886760,0000265,17.495614136,78.4151803755,488.423675537
13-00-23-953652,0000266,17.4956120309,78.4151785925,488.435882568
13-00-24-018521,0000267,17.4956099515,78.4151769217,488.44833374
13-00-24-087409,0000268,17.4956057539,78.4151735914,488.476165771
13-00-24-151638,0000269,17.4956036642,78.4151718443,488.495941162
13-00-24-219767,0000270,17.4956016641,78.4151701823,488.508148193
13-00-24-286211,0000271,17.4955975924,78.4151668739,488.543029785
13-00-24-351055,0000272,17.4955955146,78.4151650734,488.569000244
13-00-24-422450,0000273,17.4955935253,78.415163356,488.579284668
13-00-24-485735,0000274,17.4955894069,78.4151600867,488.61227417
13-00-24-558431,0000275,17.4955874497,78.4151583708,488.627838135
13-00-24-632524,0000276,17.4955832976,78.4151551152,488.657897949
13-00-24-691500,0000277,17.4955809439,78.4151536459,488.671569824
13-00-24-751743,0000278,17.4955786969,78.415151969,488.684173584
13-00-24-819768,0000279,17.4955767708,78.4151502724,488.696624756
13-00-24-888981,0000280,17.4955726918,78.4151468176,488.725463867
13-00-24-951464,0000281,17.4955706169,78.4151449702,488.741088867
13-00-25-019655,0000282,17.4955686513,78.4151431803,488.752807617
13-00-25-087467,0000283,17.4955647051,78.4151394944,488.77835083
13-00-25-150931,0000284,17.4955630181,78.4151377067,488.790008545
13-00-25-221320,0000285,17.4955610884,78.4151358533,488.802459717
13-00-25-288077,0000286,17.495557372,78.4151321515,488.821746826
13-00-25-355319,0000287,17.495555533,78.4151302242,488.828674316
13-00-25-421524,0000288,17.4955536371,78.415128312,488.841125488
13-00-25-485602,0000289,17.4955500388,78.415124471,488.859924316
13-00-25-552461,0000290,17.4955481655,78.4151225084,488.872375488
13-00-25-624162,0000291,17.4955464147,78.4151205216,488.878662109
13-00-25-689039,0000292,17.4955428096,78.4151163798,488.900360107
13-00-25-752776,0000293,17.4955410109,78.4151142868,488.910980225
13-00-25-819651,0000294,17.4955391738,78.4151122309,488.923431396
13-00-25-884729,0000295,17.4955355404,78.4151080969,488.945159912
13-00-25-953173,0000296,17.4955337165,78.4151059944,488.956207275
13-00-26-021705,0000297,17.4955319015,78.4151039559,488.966491699
13-00-26-091488,0000298,17.4955283104,78.4150997346,488.98538208
13-00-26-152987,0000299,17.4955264876,78.4150975945,488.997833252
13-00-26-221601,0000300,17.4955246439,78.4150954426,489.002410889
13-00-26-285672,0000301,17.4955209841,78.4150911499,489.017120361
13-00-26-358083,0000302,17.4955192042,78.4150890578,489.02355957
13-00-26-426336,0000303,17.4955155738,78.4150846395,489.04309082
13-00-26-487426,0000304,17.4955137994,78.4150824197,489.054016113
13-00-26-553318,0000305,17.4955119854,78.4150801805,489.063140869
13-00-26-622720,0000306,17.4955102755,78.4150778964,489.073669434
13-00-26-690259,0000307,17.4955067827,78.4150733914,489.093597412
13-00-26-753307,0000308,17.4955050508,78.4150709526,489.110839844
13-00-26-823689,0000309,17.4955032453,78.4150686577,489.120178223
13-00-26-890340,0000310,17.4954998531,78.4150640098,489.13772583
13-00-26-954818,0000311,17.4954980645,78.4150617073,489.149688721
13-00-27-022398,0000312,17.4954962665,78.4150592369,489.155609131
13-00-27-088987,0000313,17.4954927512,78.4150545304,489.167602539
13-00-27-154488,0000314,17.4954909631,78.4150522195,489.176849365
13-00-27-224120,0000315,17.4954891857,78.415049811,489.175445557
13-00-27-284764,0000316,17.4954856198,78.4150451817,489.187255859
13-00-27-353813,0000317,17.4954838333,78.4150428691,489.197875977
13-00-27-420337,0000318,17.4954820285,78.4150406256,489.198486328
13-00-27-488781,0000319,17.495478462,78.4150359251,489.20916748
13-00-27-557296,0000320,17.4954766802,78.4150336334,489.218505859
13-00-27-625297,0000321,17.4954730585,78.4150290082,489.231384277
13-00-27-689972,0000322,17.495471292,78.4150266814,489.238006592
13-00-27-755306,0000323,17.4954695259,78.4150243621,489.241882324
13-00-27-818504,0000324,17.4954677547,78.4150221041,489.249664307
13-00-27-886724,0000325,17.4954642256,78.41501762,489.262878418
13-00-27-951662,0000326,17.4954624655,78.4150153814,489.2706604
13-00-28-017852,0000327,17.4954606693,78.4150131571,489.276641846
13-00-28-085764,0000328,17.4954571684,78.4150086292,489.289459229
13-00-28-155014,0000329,17.4954554285,78.4150064393,489.297668457
13-00-28-221056,0000330,17.4954536669,78.4150042048,489.303253174
13-00-28-290001,0000331,17.4954501281,78.4149998624,489.313964844
13-00-28-352887,0000332,17.4954484275,78.4149977277,489.318878174
13-00-28-426397,0000333,17.4954449962,78.4149935108,489.334533691
13-00-28-490474,0000334,17.4954432448,78.4149914169,489.333953857
13-00-28-555609,0000335,17.4954416381,78.4149894223,489.343109131
13-00-28-625854,0000336,17.4954383352,78.4149853951,489.349029541
13-00-28-685662,0000337,17.4954366781,78.4149833588,489.343811035
13-00-28-753600,0000338,17.495435124,78.4149814354,489.351593018
13-00-28-818144,0000339,17.4954335623,78.414979509,489.35269165
13-00-28-890774,0000340,17.4954304635,78.4149757367,489.35559082
13-00-28-956976,0000341,17.4954289913,78.414973931,489.358276367
13-00-29-022135,0000342,17.4954274325,78.4149721121,489.359527588
13-00-29-086590,0000343,17.4954244424,78.4149686511,489.36428833
13-00-29-152031,0000344,17.4954230641,78.4149669829,489.370391846
13-00-29-222713,0000345,17.4954215962,78.4149652731,489.36730957
13-00-29-285321,0000346,17.4954188077,78.414962011,489.369842529
13-00-29-355974,0000347,17.4954174661,78.4149604118,489.376068115
13-00-29-419799,0000348,17.4954160588,78.4149588463,489.377593994
13-00-29-488269,0000349,17.4954133936,78.4149558218,489.380279541
13-00-29-555840,0000350,17.4954121145,78.4149542722,489.373352051
13-00-29-622500,0000351,17.4954108484,78.4149527807,489.379577637
13-00-29-693786,0000352,17.4954083156,78.4149498594,489.380126953
13-00-29-759479,0000353,17.4954070365,78.4149484655,489.38180542
13-00-29-819216,0000354,17.4954058495,78.4149470754,489.382232666
13-00-29-885347,0000355,17.4954034361,78.4149443212,489.384185791
13-00-29-950833,0000356,17.4954022688,78.4149429543,489.38885498
13-00-30-022362,0000357,17.4954011321,78.4149416599,489.38873291
13-00-30-087023,0000358,17.4953988872,78.4149390794,489.390472412
13-00-30-154683,0000359,17.4953977856,78.4149377876,489.389648438
13-00-30-218278,0000360,17.4953967184,78.4149365385,489.392547607
13-00-30-288442,0000361,17.4953945523,78.4149340245,489.391387939
13-00-30-356022,0000362,17.4953935134,78.4149328012,489.396057129
13-00-30-422709,0000363,17.4953924314,78.4149316193,489.388885498
13-00-30-491416,0000364,17.4953904807,78.4149292453,489.387756348
13-00-30-556222,0000365,17.4953895077,78.4149280815,489.392425537
13-00-30-621716,0000366,17.4953884076,78.4149269879,489.393035889
13-00-30-687143,0000367,17.495386448,78.4149246087,489.390075684
13-00-30-753438,0000368,17.4953855753,78.4149234746,489.38684082
13-00-30-817743,0000369,17.4953846682,78.4149223827,489.389953613
13-00-30-886838,0000370,17.4953827364,78.4149202722,489.386962891
13-00-30-951737,0000371,17.4953817826,78.4149192511,489.387695312
13-00-31-021333,0000372,17.4953809277,78.4149182411,489.385894775
13-00-31-086502,0000373,17.4953793366,78.4149161345,489.384735107
13-00-31-154700,0000374,17.4953785163,78.4149151377,489.3878479
13-00-31-220531,0000375,17.4953776656,78.4149141389,489.385772705
13-00-31-288642,0000376,17.4953760791,78.4149122982,489.385437012
13-00-31-356374,0000377,17.495375309,78.4149113871,489.386871338
13-00-31-420738,0000378,17.4953745599,78.4149103722,489.400665283
13-00-31-485197,0000379,17.4953731883,78.4149086528,489.410430908
13-00-31-556706,0000380,17.4953724526,78.4149077432,489.4112854
13-00-31-622876,0000381,17.4953718844,78.4149070118,489.399169922
13-00-31-687253,0000382,17.495370401,78.4149053596,489.378448486
13-00-31-753177,0000383,17.4953696715,78.4149044948,489.37689209
13-00-31-817461,0000384,17.4953690378,78.4149035333,489.368286133
13-00-31-885356,0000385,17.495367455,78.4149018621,489.361114502
13-00-31-953394,0000386,17.4953667376,78.4149009915,489.357971191
13-00-32-022876,0000387,17.4953661289,78.4149001645,489.364379883
13-00-32-088663,0000388,17.4953647707,78.4148984382,489.368225098
13-00-32-152046,0000389,17.4953640775,78.4148975872,489.371337891
13-00-32-219550,0000390,17.4953633742,78.4148968003,489.372589111
13-00-32-287239,0000391,17.4953620513,78.4148952245,489.36807251
13-00-32-351863,0000392,17.4953613849,78.4148944308,489.372650146
13-00-32-424875,0000393,17.4953607868,78.4148935852,489.371032715
13-00-32-488514,0000394,17.4953594013,78.4148921048,489.351165771
13-00-32-553584,0000395,17.4953587638,78.4148912929,489.345855713
13-00-32-620942,0000396,17.4953579205,78.4148905817,489.343322754
13-00-32-694106,0000397,17.495356547,78.4148890244,489.355072021
13-00-32-757475,0000398,17.4953558732,78.4148882427,489.347320557
13-00-32-818596,0000399,17.495355386,78.4148875242,489.365478516
13-00-32-888167,0000400,17.4953541108,78.4148860832,489.375762939
13-00-32-955957,0000401,17.4953534392,78.4148853066,489.381408691
13-00-33-021691,0000402,17.4953528886,78.4148844694,489.383544922
13-00-33-088689,0000403,17.4953514496,78.4148829489,489.384338379
13-00-33-154111,0000404,17.4953507038,78.4148820804,489.384857178
13-00-33-217508,0000405,17.495350119,78.4148812604,489.387176514
13-00-33-287733,0000406,17.4953486793,78.4148795135,489.384277344
13-00-33-351549,0000407,17.4953478793,78.4148785866,489.38583374
13-00-33-418674,0000408,17.4953471357,78.4148774828,489.382110596
13-00-33-484826,0000409,17.4953456394,78.4148755777,489.37789917
13-00-33-552049,0000410,17.4953447919,78.414874574,489.381011963
13-00-33-620156,0000411,17.4953440828,78.4148736402,489.380432129
13-00-33-688873,0000412,17.4953424027,78.414871542,489.380828857
13-00-33-751025,0000413,17.495341701,78.4148706113,489.377990723
13-00-33-821159,0000414,17.4953408112,78.4148695514,489.381103516
13-00-33-887532,0000415,17.4953389646,78.4148674217,489.383728027
13-00-33-952050,0000416,17.4953380346,78.4148663213,489.385803223
13-00-34-020311,0000417,17.4953371481,78.4148652398,489.384521484
13-00-34-088667,0000418,17.4953352177,78.4148630103,489.383026123
13-00-34-151268,0000419,17.4953342612,78.414861884,489.384643555
13-00-34-218853,0000420,17.4953333014,78.4148607397,489.385803223
13-00-34-284621,0000421,17.4953313358,78.4148583115,489.387023926
13-00-34-350850,0000422,17.4953303217,78.4148571223,489.386169434
13-00-34-420532,0000423,17.4953292131,78.4148559252,489.387756348
13-00-34-490438,0000424,17.495327282,78.4148532696,489.388793945
